merchant,transactions,fraud_count,fraud_rate,avg_amount,fraud_rate_percent
"fraud_Reichert, Huels and Hoppe",1912,28,0.014644351464435146,85.15804393305439,1.4644351464435146
fraud_Auer-West,1887,28,0.01483836777954425,88.9360254372019,1.483836777954425
"fraud_Heller, Gutmann and Zieme",2503,27,0.010787055533359968,115.4457411106672,1.0787055533359968
"fraud_Rowe, Batz and Goodwin",2436,27,0.011083743842364532,116.91775862068964,1.1083743842364533
"fraud_Reichert, Shanahan and Hayes",1979,27,0.013643254168772108,78.91289034866094,1.3643254168772108
fraud_Kutch and Sons,2472,26,0.010517799352750809,116.61728155339806,1.051779935275081
fraud_Stoltenberg-Beatty,2434,26,0.010682004930156122,77.69511092851273,1.0682004930156122
fraud_Hills-Witting,2016,26,0.012896825396825396,78.01457837301587,1.2896825396825395
"fraud_Altenwerth, Cartwright and Koss",1904,26,0.01365546218487395,79.56397584033613,1.365546218487395
fraud_Brown PLC,1176,26,0.022108843537414966,89.84800170068027,2.2108843537414966
"fraud_Quitzon, Green and Bashirian",2391,25,0.010455876202425763,82.96051024675867,1.0455876202425762
"fraud_Tillman, Fritsch and Schmitt",1307,25,0.019127773527161437,85.58377964804896,1.9127773527161436
"fraud_Moore, Dibbert and Koepp",1266,25,0.019747235387045814,83.07808056872038,1.9747235387045814
"fraud_Kovacek, Dibbert and Ondricka",2471,24,0.00971266693646297,116.67373937677054,0.9712666936462969
fraud_Predovic Inc,2021,24,0.011875309252845126,87.58888668975754,1.1875309252845125
fraud_Durgan-Auer,1283,24,0.018706157443491817,81.44917381137958,1.8706157443491818
fraud_Beier-Hyatt,2365,23,0.009725158562367865,75.10022410147991,0.9725158562367865
"fraud_Ruecker, Beer and Collier",1937,23,0.011874032008260196,91.53879194630873,1.1874032008260196
fraud_Prohaska-Murray,2679,22,0.008212019410227697,63.47999253452781,0.8212019410227697
"fraud_Douglas, Schneider and Turner",2260,22,0.009734513274336283,84.55799999999999,0.9734513274336283
fraud_McGlynn-Heathcote,1280,22,0.0171875,84.3264765625,1.7187500000000002
fraud_Welch Inc,1265,22,0.017391304347826087,78.69951778656126,1.7391304347826086
fraud_Miller-Harris,1241,22,0.017727639000805803,76.65577759871073,1.7727639000805804
fraud_Sawayn PLC,2366,21,0.008875739644970414,77.97090448013525,0.8875739644970414
fraud_Hermann and Sons,2357,21,0.008909630886720407,80.7832965634281,0.8909630886720408
fraud_Conroy Ltd,2337,21,0.008985879332477536,81.4136970474968,0.8985879332477535
fraud_Dooley Inc,2300,21,0.009130434782608696,74.17062608695652,0.9130434782608696
fraud_Bednar Group,1320,21,0.015909090909090907,80.67354545454546,1.5909090909090908
fraud_Donnelly PLC,1299,21,0.016166281755196306,85.24715935334874,1.6166281755196306
"fraud_Parisian, Schiller and Altenwerth",1288,21,0.016304347826086956,78.31131987577639,1.6304347826086956
"fraud_Rohan, White and Aufderhar",1279,21,0.01641907740422205,83.87188428459734,1.6419077404222049
"fraud_Kerluke, Kertzmann and Wiza",1201,21,0.017485428809325562,84.5244379683597,1.7485428809325563
"fraud_Nitzsche, Kessler and Wolff",2339,20,0.008550662676357419,76.59777682770415,0.8550662676357419
"fraud_Haley, Jewess and Bechtelar",2328,20,0.00859106529209622,87.60145618556702,0.859106529209622
fraud_Pfeffer and Sons,2314,20,0.00864304235090752,91.90280898876405,0.864304235090752
fraud_Denesik and Sons,2276,20,0.008787346221441126,75.79002196836555,0.8787346221441126
fraud_Barrows PLC,2268,20,0.008818342151675485,76.03465167548501,0.8818342151675485
fraud_Kuphal-Bartoletti,1297,20,0.015420200462606014,79.67613723978411,1.5420200462606015
fraud_Bogisich-Homenick,1291,20,0.015491866769945779,80.47487993803254,1.549186676994578
fraud_Koelpin and Sons,1259,20,0.015885623510722795,78.17106433677522,1.5885623510722795
fraud_Schmitt Ltd,1256,20,0.01592356687898089,82.62871815286624,1.5923566878980893
fraud_Jaskolski-Vandervort,1234,20,0.01620745542949757,75.54787682333874,1.6207455429497568
fraud_Nader-Heller,1226,20,0.01631321370309951,82.62838499184339,1.631321370309951
fraud_Koss and Sons,2616,19,0.007262996941896025,63.75817278287462,0.7262996941896025
fraud_Macejkovic-Lesch,2369,19,0.008020261713803293,77.69390882228788,0.8020261713803293
fraud_Mohr Inc,2362,19,0.008044030482641828,83.45772650296358,0.8044030482641829
fraud_Jacobi and Sons,2340,19,0.00811965811965812,83.54994444444445,0.8119658119658121
"fraud_Goyette, Howell and Collier",2328,19,0.00816151202749141,78.72489261168384,0.816151202749141
fraud_Jewess LLC,2306,19,0.00823937554206418,83.88781006071119,0.823937554206418
fraud_Lebsack and Sons,1332,19,0.014264264264264264,82.23917417417418,1.4264264264264264
fraud_Block-Parisian,1305,19,0.014559386973180077,86.99851340996169,1.4559386973180077
fraud_Kerluke Inc,1287,19,0.014763014763014764,87.5839627039627,1.4763014763014763
fraud_Volkman Ltd,1270,19,0.014960629921259842,81.21292913385827,1.4960629921259843
"fraud_Kerluke, Considine and Macejkovic",1191,19,0.01595298068849706,78.96133501259446,1.595298068849706
"fraud_Baumbach, Hodkiewicz and Walsh",2365,18,0.007610993657505285,77.49098942917547,0.7610993657505285
fraud_Pouros-Haag,2334,18,0.007712082262210797,81.62065552699228,0.7712082262210797
"fraud_Watsica, Haag and Considine",2331,18,0.007722007722007722,87.3765637065637,0.7722007722007722
fraud_Pacocha-Bauch,2324,18,0.00774526678141136,90.20734939759036,0.774526678141136
fraud_Turner and Sons,2312,18,0.007785467128027681,77.63601643598616,0.7785467128027681
fraud_Lynch Ltd,2309,18,0.007795582503248159,79.46217843222175,0.7795582503248158
"fraud_Bahringer, Schoen and Corkery",2286,18,0.007874015748031496,80.8183508311461,0.7874015748031495
"fraud_Rippin, Kub and Mann",1267,18,0.014206787687450671,82.27524072612471,1.420678768745067
"fraud_Hayes, Marquardt and Dibbert",1246,18,0.014446227929373997,79.9594382022472,1.4446227929373996
fraud_Kunde-Sanford,1231,18,0.01462225832656377,81.78138099106418,1.462225832656377
fraud_Kris-Weimann,1228,18,0.014657980456026058,80.3014332247557,1.4657980456026058
fraud_Mante Group,1223,18,0.014717906786590351,78.5785036794767,1.4717906786590351
fraud_Flatley-Durgan,1205,18,0.014937759336099586,84.16302904564316,1.4937759336099585
"fraud_Eichmann, Bogan and Rodriguez",2658,17,0.006395786305492852,63.042900677200905,0.6395786305492852
fraud_Parisian and Sons,2637,17,0.006446719757299962,63.167163443306784,0.6446719757299962
"fraud_Schuppe, Nolan and Hoeger",2414,17,0.007042253521126761,74.06595691797845,0.7042253521126761
"fraud_Weimann, Kuhic and Beahan",2380,17,0.007142857142857143,80.61440756302521,0.7142857142857143
fraud_Mayert Group,2351,17,0.007230965546575925,81.86000850701829,0.7230965546575925
fraud_Lesch Ltd,2329,17,0.0072992700729927005,81.34573207385144,0.7299270072992701
fraud_Kuphal-Predovic,1304,17,0.01303680981595092,76.53600460122699,1.303680981595092
fraud_Zemlak Group,1297,17,0.013107170393215111,82.41249807247493,1.310717039321511
fraud_Ruecker Group,1205,17,0.014107883817427386,78.4850622406639,1.4107883817427387
"fraud_Greenholt, Jacobi and Gleason",2656,16,0.006024096385542169,63.069653614457835,0.6024096385542169
fraud_Schmitt Inc,2651,16,0.006035458317615994,63.31161448509996,0.6035458317615994
fraud_Heller-Langosh,2541,16,0.006296733569460842,63.33256985438803,0.6296733569460842
fraud_Pagac LLC,2325,16,0.006881720430107527,84.11347956989248,0.6881720430107527
fraud_Botsford Ltd,2311,16,0.006923409779316313,75.03652964084813,0.6923409779316313
fraud_Jast-McDermott,2274,16,0.007036059806508356,79.09486367634125,0.7036059806508356
fraud_Huel-Langworth,1317,16,0.012148823082763858,74.21756264236902,1.2148823082763858
fraud_Corwin-Gorczany,1306,16,0.01225114854517611,78.1688361408882,1.2251148545176112
"fraud_Rodriguez, Yost and Jenkins",1304,16,0.012269938650306749,77.7968481595092,1.2269938650306749
"fraud_Ferry, Lynch and Kautzer",1302,16,0.01228878648233487,82.10602150537633,1.228878648233487
fraud_Kerluke PLC,1222,16,0.01309328968903437,79.40353518821604,1.309328968903437
fraud_Kutch LLC,2734,15,0.005486466715435259,63.46205559619605,0.548646671543526
"fraud_Jenkins, Hauck and Friesen",2705,15,0.005545286506469501,63.6549685767098,0.5545286506469501
fraud_Bartoletti-Wunsch,2676,15,0.005605381165919282,63.289260089686096,0.5605381165919282
fraud_Bernhard Inc,2639,15,0.005683971201212581,62.977218643425545,0.5683971201212581
fraud_Conroy-Cruickshank,2603,15,0.005762581636573185,63.53358816749904,0.5762581636573185
fraud_Kihn Inc,2396,15,0.006260434056761269,75.08243739565943,0.6260434056761269
fraud_Pouros-Conroy,2355,15,0.006369426751592357,78.96330360934182,0.6369426751592357
fraud_Torphy-Goyette,2318,15,0.0064710957722174285,83.26659620362382,0.6471095772217429
fraud_Erdman-Kertzmann,2705,14,0.005175600739371534,63.311955637707946,0.5175600739371534
fraud_Friesen-Stamm,2680,14,0.0052238805970149255,63.02123134328358,0.5223880597014926
fraud_Bins-Rice,2655,14,0.005273069679849341,63.28668926553672,0.527306967984934
"fraud_Tillman, Dickinson and Labadie",2645,14,0.005293005671077505,63.37706994328923,0.5293005671077505
"fraud_Reilly, Heaney and Cole",2551,14,0.005488043904351235,62.921383771070175,0.5488043904351235
"fraud_Lehner, Mosciski and King",1307,14,0.010711553175210406,83.15546289211936,1.0711553175210407
fraud_Hamill-Daugherty,1251,14,0.011191047162270184,82.80707434052758,1.1191047162270185
fraud_Corwin-Collins,2675,13,0.00485981308411215,63.21657196261682,0.48598130841121495
fraud_Kuvalis Ltd,2643,13,0.004918653045781309,63.098622777147185,0.4918653045781309
"fraud_Schaefer, Maggio and Daugherty",2620,13,0.004961832061068702,63.62214885496183,0.4961832061068702
fraud_Cummings LLC,2598,13,0.0050038491147036184,63.18050423402618,0.5003849114703618
fraud_Marks Inc,2557,13,0.005084082909659757,63.07132186155651,0.5084082909659757
"fraud_Robel, Cummerata and Prosacco",2536,13,0.005126182965299685,63.427862776025236,0.5126182965299685
fraud_Hickle Group,2416,13,0.005380794701986755,72.79873758278146,0.5380794701986755
fraud_Metz-Boehm,2354,13,0.0055225148683092605,79.39242141036534,0.5522514868309261
"fraud_Baumbach, Strosin and Nicolas",2314,13,0.0056179775280898875,81.17814174589455,0.5617977528089888
fraud_Huel Ltd,1324,13,0.009818731117824773,74.46567220543807,0.9818731117824773
"fraud_Stehr, Jewess and Schimmel",1290,13,0.010077519379844961,73.23237209302326,1.0077519379844961
fraud_Klocko LLC,1274,13,0.01020408163265306,77.2309262166405,1.0204081632653061
"fraud_Bernier, Volkman and Hoeger",1228,13,0.010586319218241042,76.70728013029316,1.0586319218241043
fraud_Cummerata-Jones,2736,12,0.0043859649122807015,63.64392178362573,0.43859649122807015
"fraud_Connelly, Reichert and Fritsch",2684,12,0.004470938897168405,63.731471684053645,0.44709388971684055
fraud_Luettgen PLC,2630,12,0.0045627376425855515,63.367787072243345,0.45627376425855515
fraud_Ledner-Pfannerstill,2619,12,0.004581901489117984,63.18994654448263,0.45819014891179843
"fraud_Schaefer, McGlynn and Bosco",2579,12,0.0046529662659945716,63.75576192322605,0.46529662659945714
fraud_Harris Inc,2562,12,0.00468384074941452,63.53816939890711,0.468384074941452
fraud_Gislason Group,2503,12,0.004794246903715541,75.66524570515381,0.4794246903715541
"fraud_Willms, Kris and Bergnaum",2351,12,0.005104210974053594,70.03393449595917,0.5104210974053595
"fraud_Roob, Conn and Tremblay",2324,12,0.0051635111876075735,76.0635843373494,0.5163511187607573
fraud_Kris-Padberg,2309,12,0.00519705500216544,84.33187093980078,0.5197055002165439
"fraud_Okuneva, Schneider and Rau",2306,12,0.005203816131830009,82.845420641804,0.5203816131830009
"fraud_Bernhard, Grant and Langworth",2304,12,0.005208333333333333,80.78043402777777,0.5208333333333333
"fraud_Jones, Sawayn and Romaguera",1269,12,0.009456264775413711,80.7505279747833,0.9456264775413712
fraud_Dooley-Thompson,1239,12,0.009685230024213076,79.27920903954802,0.9685230024213075
"fraud_Greenfelder, Bartoletti and Davis",1238,12,0.009693053311793215,82.90674474959613,0.9693053311793215
"fraud_Olson, Becker and Koch",2723,11,0.004039662137348513,63.420943811972094,0.4039662137348513
fraud_Rodriguez Group,2716,11,0.004050073637702504,63.49574005891016,0.40500736377025043
fraud_Emard Inc,2641,11,0.0041650889814464215,63.74195001893222,0.41650889814464215
"fraud_Lind, Huel and McClure",2589,11,0.004248744689069139,63.93554654306682,0.4248744689069139
fraud_Harber Inc,2515,11,0.00437375745526839,63.37719284294235,0.43737574552683894
fraud_Morissette PLC,2394,11,0.004594820384294068,72.5572305764411,0.4594820384294068
fraud_Hudson-Grady,2295,11,0.004793028322440087,81.28904575163398,0.4793028322440087
"fraud_Johnson, Runolfsdottir and Mayer",1277,11,0.008613938919342208,84.2847454972592,0.8613938919342208
"fraud_Stroman, Hudson and Erdman",2721,10,0.003675119441381845,63.86445424476295,0.3675119441381845
fraud_Kling Inc,2687,10,0.003721622627465575,63.50016747301824,0.3721622627465575
fraud_Huels-Hahn,2678,10,0.0037341299477221808,63.64169529499626,0.37341299477221807
"fraud_Christiansen, Goyette and Schamberger",2676,10,0.0037369207772795215,63.44633408071749,0.37369207772795215
fraud_Brekke and Sons,2653,10,0.003769317753486619,63.5798379193366,0.3769317753486619
fraud_Mraz-Herzog,2646,10,0.003779289493575208,63.13007558578987,0.3779289493575208
fraud_Torp-Labadie,2642,10,0.003785011355034065,63.746850870552606,0.3785011355034065
"fraud_Streich, Hansen and Veum",2617,10,0.0038211692777990066,63.519079098204045,0.38211692777990064
"fraud_Swaniawski, Lowe and Robel",2329,10,0.004293688278231,72.3664319450408,0.42936882782310004
"fraud_Daugherty, Pouros and Beahan",2297,10,0.0043535045711798,83.80840226382237,0.43535045711798
"fraud_Nicolas, Hills and McGlynn",1984,10,0.005040322580645161,64.90598286290323,0.5040322580645161
fraud_Dach-Nader,1258,10,0.00794912559618442,78.95360890302067,0.7949125596184419
fraud_Berge LLC,2677,9,0.0033619723571161747,63.89847964138962,0.33619723571161747
"fraud_Raynor, Reinger and Hagenes",2621,9,0.0034338038916444107,63.72442579168256,0.3433803891644411
"fraud_Kutch, Hermiston and Farrell",2613,9,0.003444316877152698,63.049422120168394,0.3444316877152698
fraud_Huels-Nolan,2593,9,0.003470883146934053,63.54370613189356,0.34708831469340534
"fraud_Bins, Balistreri and Beatty",2315,9,0.0038876889848812094,77.44657451403889,0.38876889848812096
fraud_Larkin Ltd,2244,9,0.004010695187165776,57.0703431372549,0.4010695187165776
fraud_Fahey Inc,2239,9,0.00401965163019205,59.71132201875837,0.40196516301920504
fraud_Abshire PLC,1895,9,0.00474934036939314,67.08878627968338,0.47493403693931396
fraud_Effertz LLC,1824,9,0.004934210526315789,68.32070175438596,0.4934210526315789
"fraud_Cremin, Hamill and Reichel",1544,9,0.005829015544041451,68.53593264248704,0.582901554404145
fraud_Kovacek Ltd,825,9,0.01090909090909091,88.05516363636363,1.090909090909091
fraud_Dickinson Ltd,3434,8,0.0023296447291788003,56.08176761793827,0.23296447291788003
"fraud_Zieme, Bode and Dooley",2560,8,0.003125,62.96508203124999,0.3125
"fraud_Raynor, Feest and Miller",2521,8,0.0031733439111463705,63.55409758032527,0.31733439111463707
fraud_Friesen-D'Amore,2507,8,0.0031910650179497405,63.73387714399681,0.3191065017949741
fraud_Altenwerth-Kilback,2503,8,0.0031961646024770275,58.4323252097483,0.31961646024770274
"fraud_Moore, Williamson and Emmerich",2456,8,0.003257328990228013,58.202076547231265,0.32573289902280134
"fraud_Romaguera, Wehner and Tromp",2331,8,0.003432003432003432,57.212616902616894,0.3432003432003432
fraud_Daugherty LLC,2230,8,0.003587443946188341,57.70038116591928,0.35874439461883406
fraud_Hammes-Beatty,2194,8,0.0036463081130355514,56.06338650865999,0.3646308113035551
fraud_Crooks and Sons,1844,8,0.004338394793926247,47.52526572668113,0.43383947939262474
fraud_Hills-Boyer,1840,8,0.004347826086956522,48.7905,0.43478260869565216
fraud_Hermann-Gaylord,1628,8,0.004914004914004914,65.32425061425062,0.4914004914004914
fraud_Thiel PLC,1559,8,0.005131494547787043,65.1219307248236,0.5131494547787042
fraud_Balistreri-Nader,1540,8,0.005194805194805195,61.34055844155844,0.5194805194805194
fraud_Champlin and Sons,2345,7,0.0029850746268656717,58.787339019189766,0.2985074626865672
fraud_Friesen Inc,2322,7,0.0030146425495262705,75.6566451335056,0.3014642549526271
fraud_Bode-Schuster,2303,7,0.00303951367781155,57.890468953538864,0.303951367781155
fraud_Waelchi Inc,2274,7,0.0030782761653474055,58.12076077396657,0.30782761653474056
fraud_Ullrich Ltd,2219,7,0.0031545741324921135,54.778422712933754,0.31545741324921134
fraud_Schuppe LLC,1907,7,0.0036706869428421605,61.7632826428946,0.36706869428421607
fraud_Gibson-Deckow,1900,7,0.0036842105263157894,65.08547368421053,0.3684210526315789
fraud_Cruickshank-Mills,1892,7,0.0036997885835095136,66.23821353065539,0.36997885835095135
fraud_Spencer PLC,1888,7,0.003707627118644068,64.5200158898305,0.3707627118644068
fraud_Yost-Rogahn,1872,7,0.0037393162393162395,47.65859508547008,0.37393162393162394
fraud_Stark-Batz,1866,7,0.0037513397642015005,64.72332797427653,0.37513397642015006
fraud_Dare-Marvin,1858,7,0.003767491926803014,64.38317007534984,0.3767491926803014
"fraud_Bradtke, Torp and Bahringer",1857,7,0.003769520732364028,45.97823371028541,0.3769520732364028
fraud_Bins-Howell,1854,7,0.0037756202804746495,47.29884573894282,0.37756202804746497
fraud_Leffler-Goldner,1851,7,0.0037817396002160996,46.41429497568882,0.37817396002160997
fraud_Kassulke Inc,1832,7,0.003820960698689956,65.31053493449781,0.38209606986899564
fraud_Larson-Moen,1827,7,0.0038314176245210726,63.95716475095786,0.38314176245210724
fraud_Reichel LLC,1773,7,0.003948110547095319,47.18138747884941,0.39481105470953193
fraud_Ratke and Sons,1723,7,0.004062681369704005,53.75810795124782,0.4062681369704005
fraud_Christiansen-Gusikowski,1650,7,0.004242424242424243,62.76010303030303,0.4242424242424243
fraud_Smith-Stokes,1647,7,0.004250151791135397,64.32017000607165,0.42501517911353975
fraud_Haley Group,1629,7,0.004297114794352364,67.27837937384898,0.42971147943523635
fraud_Spencer-Runolfsson,1590,7,0.00440251572327044,62.75153459119497,0.44025157232704404
fraud_Buckridge PLC,1583,7,0.004421983575489577,63.718799747315224,0.4421983575489577
fraud_Stiedemann Inc,1580,7,0.004430379746835443,66.93313924050634,0.44303797468354433
"fraud_Boehm, Predovic and Reinger",1554,7,0.0045045045045045045,67.25142213642214,0.45045045045045046
fraud_Reynolds-Schinner,1553,7,0.004507405022537025,61.19091435930458,0.4507405022537025
fraud_Dickinson-Rempel,1535,7,0.004560260586319218,67.63296416938111,0.4560260586319218
"fraud_Turner, Ruecker and Parisian",1529,7,0.004578155657292348,62.12827992151733,0.45781556572923476
"fraud_Swift, Bradtke and Marquardt",898,7,0.0077951002227171495,52.47281737193764,0.779510022271715
fraud_Renner Ltd,2495,6,0.002404809619238477,59.383711422845685,0.24048096192384769
"fraud_Kling, Howe and Schneider",2488,6,0.002411575562700965,58.91049839228296,0.2411575562700965
"fraud_Bahringer, Bergnaum and Quitzon",2481,6,0.0024183796856106408,59.340721483272866,0.24183796856106407
